OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-HP2,"Hood Pond, Deep",Pond,,01090001,,,,,42.6698100000,-70.9507600000,,,,Unknown,UNKWN,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-HP3,"Hood Pond, Deep",Pond,,01090001,,,,,42.6706100000,-70.9556500000,,,,Unknown,UNKWN,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-HP4,"Hood Pond, Shoal",Pond,,01090001,,,,,42.6695600000,-70.9611500000,,,,Unknown,UNKWN,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP00,"Ipswich River, Woburn St., Wilmington",River/Stream,,01090001,,,,,42.5537500000,-71.1438600000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP00.5,"Ipswich River, Reading Town Forest",River/Stream,,01090001,,,,,42.5544600000,-71.1286600000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP01,"Ipswich River, Mill St., Reading",River/Stream,,01090001,,,,,42.5613600000,-71.1107000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP02,"Ipswich River, Main St., Reading",River/Stream,,01090001,,,,,42.5645800000,-71.1076300000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP03,"Ipswich River, Central St., North Reading",River/Stream,,01090001,,,,,42.5722600000,-71.0900000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP04,"Ipswich River, Washington St.",River/Stream,,01090001,,,,,42.5765900000,-71.0697700000,,,,Interpolation-Other,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP06,"Ipswich River, Boston St., Middleton",River/Stream,,01090001,,,,,42.5700500000,-71.0292400000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP08,"Ipswich River, Log Bridge Rd., Middleton",River/Stream,,01090001,,,,,42.5778900000,-70.9933700000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP10,"Ipswich River, Maple St., Middleton",River/Stream,,01090001,,,,,42.5951300000,-70.9970100000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP11,"Ipswich River, Peabody St., Middleton",River/Stream,,01090001,,,,,42.6164400000,-70.9970000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP12,"Ipswich River, Thunder Bridge, Middleton",River/Stream,,01090001,,,,,42.6195800000,-70.9882400000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP13,"Ipswich River, Rowley Bridge Rd., Topsfield",River/Stream,,01090001,,,,,42.6270200000,-70.9669500000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP14,"Ipswich River, Salem Rd., Topsfield",River/Stream,,01090001,,,,,42.6257200000,-70.9498000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP14.5,"Ipswich River, Wenham Swamp",River/Stream,,01090001,,,,,42.6238610000,-70.9348670000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP14.6,"Ipswich River, Wenham Swamp",River/Stream,,01090001,,,,,42.6245570000,-70.9320620000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP15,"Ipswich River, Wenham Swamp",River/Stream,,01090001,,,,,42.6250300000,-70.9256700000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP15.3,"Ipswich River, Wenham Swamp",River/Stream,,01090001,,,,,42.6232900000,-70.9203000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP15.6,"Ipswich River, Wenham Swamp",River/Stream,,01090001,,,,,42.6249600000,-70.9196700000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP16,"Ipswicher River, IRWS Canoe Landing, Topsfield",River/Stream,,01090001,,,,,42.6270800000,-70.9176700000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP16.2,"Ipswich River, Wenham Swamp",River/Stream,,01090001,,,,,42.6283300000,-70.9132400000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP16.4,"Ipswich River, Wenham Swamp",River/Stream,,01090001,,,,,42.6296300000,-70.9088700000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP16.6,"Ipswich River, Wenham Swamp",River/Stream,,01090001,,,,,42.6331200000,-70.9043400000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP16.8,"Ipswich River, Wenham Swamp",River/Stream,,01090001,,,,,42.6353000000,-70.9067400000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP17,"Ipswich River, Wenham Swamp",River/Stream,,01090001,,,,,42.6374500000,-70.9084200000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP18,"Ipswich River, Asbury St., Topsfield",River/Stream,,01090001,,,,,42.6537600000,-70.9119300000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP19,"Ipswich River, Below Willowdale Dam, Foote Bros. Canoe, Ipswich",River/Stream,,01090001,,,,,42.6598600000,-70.8943700000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP19A,"Ipswich River, Above Willowdale Dam, Foote Bros. Canoe, Ipswich",River/Stream,,01090001,,,,,42.6599200000,-70.8946800000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP20,"Ipswich River, Winthrop St., Ipswich",River/Stream,,01090001,,,,,42.6587100000,-70.8905000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP22,"Ipswich River, Mill Rd., Ipswich",River/Stream,,01090001,,,,,42.6583700000,-70.8619400000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP24,"Ipswich River, Ipswich Mills Dam, Ipswich",River/Stream,,01090001,,,,,42.6778900000,-70.8379000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP25,"Ipswich River, Green St., Ipswich",River/Stream,,01090001,,,,,42.6798800000,-70.8312200000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP26,"Ipswich River, Town Warf, Ipswich",River/Stream,,01090001,,,,,42.6840200000,-70.8271000000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-IP3.5,"Ipswich River, Haverhill St., North Reading",River/Stream,,01090001,,,,,42.5725500000,-71.0801700000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-LB,"Lubbers Brook, Glenn Rd.",River/Stream,,01090001,,,,,42.5659800000,-71.1827900000,,,,Interpolation-Other,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-LB-MI,"Lubbers Brook, Middlesex Ave., Wilmington",River/Stream,,01090001,,,,,42.5702400000,-71.1579800000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-LR12,"Little River, Scotland Rd., Newburyport",River/Stream,,01090001,,,,,42.7943600000,-70.8908100000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-MB-62,"Martins Brook, Rt. 62, Wilmington",River/Stream,,01090001,,,,,42.5797700000,-71.1389400000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-MB-PS,"Martins Brook, Park St., North Reading",River/Stream,,01090001,,,,,42.5714800000,-71.1012300000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-MMB,"Maple Meadow Brook, Wildwood St., Wilmington",River/Stream,,01090001,,,,,42.5528400000,-71.1565700000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-MR-1A,"Miles River, Rt. 1A, Ipswich",River/Stream,,01090001,,,,,42.6578000000,-70.8434300000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-MR-BR,"Miles River, Bridge St., Hamilton",River/Stream,,01090001,,,,,42.6144600000,-70.8518100000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-PB04,"Penn Brook, Mill St., Georgetown",River/Stream,,01090001,,,,,42.7322100000,-70.9866500000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-PR03,"Parker River Mill St., Georgetown",River/Stream,,01090001,,,,,42.7322500000,-70.9872300000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-PR10,"Parker River, Central St., Byfield",River/Stream,,01090001,,,,,42.7502100000,-70.9291100000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-PR11,"Parker River, Newbury Town Landing",River/Stream,,01090001,,,,,42.7630200000,-70.8464600000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-SPO1,"Spofford Pond,  Shoal",Pond,,01090001,,,,,42.6972700000,-71.0219600000,,,,Unknown,UNKWN,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-SPO2,"Spofford Pond, Deep",Pond,,01090001,,,,,42.6965400000,-71.0213700000,,,,Unknown,UNKWN,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-SPO3,"Spofford Pond, Deep",Pond,,01090001,,,,,42.6954400000,-71.0207700000,,,,Unknown,UNKWN,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-SPO4,"Spofford Pond, Shoal",Pond,,01090001,,,,,42.6944000000,-71.0204100000,,,,Unknown,UNKWN,,,,,,,US,25,009,,,,,,,,,,STORET
IRWA,Ipswich River Watershed Association (Volunteer),IRWA-WC,"Walker Creek, Forest Ln., Gloucester",River/Stream,,01090001,,,,,42.6241200000,-70.7370500000,,,,GPS-Unspecified,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-T0001,Tom's River,Other-Surface Water,"Test Monitoring Location Description, Tom's River",01090001,,,,,42.1074720000,-71.1040850000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-T0002,Tom's Other River,Other-Surface Water,"Test Monitoring Location Description, Tom's Other River",01090001,,,,,42.2074720000,-71.2040850000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-T0003,"Tom's Other, Other RIver",Other-Surface Water,"Test Monitoring Location Description, Tom's Other, Other River",01090001,,,,,42.3074720000,-71.3040850000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W0533,Neponset River,River/Stream,"[downstream/north of outlet of Crackrock Pond (north of North Street),  Foxborough]",01090001,,,,,42.0859240000,-71.2566882900,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W0543,Neponset River,River/Stream,"[footbridge downstream/north of  Hollingsworth and Vose, upstream/south of Morse Street, Norwood]",01090001,,,,,42.1726943600,-71.2049852000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W0545,Germany Brook,River/Stream,"[upstream/north of Nichols Street and inlet of Ellis Pond, Norwood]",01090001,,,,,42.1841977800,-71.2248446300,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W0546,Mill Brook,River/Stream,"[upstream/north of the inlet of Pettee Pond, north of the western end of Winslow Road, Westwood]",01090001,,,,,42.1892008400,-71.2401585000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W0548,Unnamed Tributary,River/Stream,"[unnamed tributary to Neponset River, locally known as Meadow Brook.  Sampled where it comes out of underground culvert near  Meadow Brook Road (east of Pleasant Street), Norwood]",01090001,,,,,42.1844219000,-71.1938272300,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W0549,Neponset River,River/Stream,"[upstream/southwest of Neponset Street, Norwood]",01090001,,,,,42.1685219300,-71.1678869600,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W0555,East Branch,River/Stream,"[upstream/east of Neponset Street, Canton]",01090001,,,,,42.1587020200,-71.1544557800,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W0564,Neponset River,River/Stream,"[upstream/southwest of Dedham Street bridge, Canton]",01090001,,,,,42.1969652200,-71.1551515300,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W0565,Pecunit Brook,River/Stream,"[upstream/southeast of Elm Street, Canton]",01090001,,,,,42.1889619200,-71.1442405300,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W0566,Ponkapog Brook,River/Stream,"[Elm Street, Canton]",01090001,,,,,42.2032337700,-71.1350179600,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W0568,Neponset River,River/Stream,"[Green Lodge Street, Canton]",01090001,,,,,42.2092311100,-71.1459521700,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W0970,Lake Pearl,Lake,"[deep hole, Wrentham]",01090001,,,,,42.0660500100,-71.3520429000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W1087,Horn Pond,Lake,"[deep hole, Woburn]",01090001,,,,,42.4696302200,-71.1576501800,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W1226,Wedge Pond,Lake,"[deep hole, Winchester]",01090001,,,,,42.4528941800,-71.1415850800,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W1590,Seaverns Brook,River/Stream,"[approximately 1100 feet downstream from Park Road, Weston]",01090001,,,,,42.3415445900,-71.2666250500,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W1933,Neponset River,River/Stream,"[approximately 3200 feet downstream of Route 1, north of the eastern end of Vanderbuilt Avenue, Norwood]",01090001,,,,,42.1718706000,-71.1859435700,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W1936,School Meadow Brook,River/Stream,"[Washington Street, Walpole]",01090001,,,,,42.1254015900,-71.2459957600,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2038,Unnamed Tributary,River/Stream,"[unnamed tributary to the Plymouth River at the most northerly Cushing Street crossing, Hingham]",01090001,,,,,42.1878710900,-70.9010326700,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,023,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2039,Plymouth River,River/Stream,"[Ward Street, Hingham]",01090001,,,,,42.2029843300,-70.9014586200,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,023,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2040,Eel River,River/Stream,"[Cushing Street, Hingham]",01090001,,,,,42.2027622900,-70.8972668300,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,023,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2044,Old Swamp River,River/Stream,"[Ralph Talbot Street, Weymouth]",01090001,,,,,42.1780864300,-70.9346227800,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2045,Old Swamp River,River/Stream,"[Elm Street, Weymouth]",01090001,,,,,42.1826118100,-70.9353963100,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2046,Old Swamp River,River/Stream,"[Libbey Industrial Parkway, Weymouth]",01090001,,,,,42.1925874400,-70.9432934900,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2051,Cochato River,River/Stream,"[downstream of road and two stormwater outfalls, Route 139 (Union Street), Holbrook]",01090001,,,,,42.1553825500,-71.0265344100,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2097,Ponkapoag Pond,Lake,"[deep hole, Randolph]",01090001,,,,,42.1921829200,-71.0929680700,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2346,Unnamed Tributary,"Pipe, Unspecified Source","[stormdrain outfall to unnamed tributary to Hawes Brook on the southern shore (near Damon Court) approximately 920 feet upstream of confluence with Hawes Brook , Norwood]",01090001,,,,,42.1744748800,-71.2181796900,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2506,Ipswich River,River/Stream,"[approximately 200 feet downstream/north of Peabody Street, Middleton]",01090001,,,,,42.6169290000,-70.9964121000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2509,Charles River,River/Stream,"[approximately 1000 feet upstream/south of Route 495, Bellingham]",01090001,,,,,42.1049813000,-71.4584048000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2514,Hurd Brook,River/Stream,"[approximately 800 feet downstream/east of Webster Street, Needham]",01090001,,,,,42.3049376000,-71.2338344000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2515,Ipswich River,River/Stream,"[approximately 2500 feet downstream/north of Route 114, Middleton/Danvers]",01090001,,,,,42.5790278000,-70.9915364000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2517,Jackman Brook,River/Stream,"[approximately 1200 feet upstream/south of Jackman Street, Georgetown]",01090001,,,,,42.7350352000,-70.9427296000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2518,Beaver Brook,River/Stream,"[approximately 160 feet downstream/south of Trapelo Road, Waltham/Belmont]",01090001,,,,,42.3900984000,-71.1967182000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2519,Saugus River,River/Stream,"[approximately 1600 feet downstream/south of Route 129, Saugus]",01090001,,,,,42.4958058000,-71.0387409000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2521,Fish Brook,River/Stream,"[approximately 550 feet downstream/south of River Road/Fuller Lane, Topsfield/Boxford]",01090001,,,,,42.6339232000,-70.9747374000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2526,Ipswich River,River/Stream,"[approximately 175 feet downstream/east of Chestnut Street, North Reading]",01090001,,,,,42.5718288000,-71.0962545000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2530,Mill River,River/Stream,"[approximately 250 feet upstream/south of Miller Street, Norfolk]",01090001,,,,,42.1217687000,-71.3654398000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2537,Bogastow Brook,River/Stream,"[approximately 800 feet downstream/north of Orchard Street, Millis]",01090001,,,,,42.1870159000,-71.3758224000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2542,Boston Brook,River/Stream,"[approximately 900 feet upstream/west of Liberty Street, Middleton]",01090001,,,,,42.6183940000,-71.0211290000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2543,Mill River,River/Stream,"[approximately 4300 feet upstream/south of Glen Street, Rowley]",01090001,,,,,42.7334240000,-70.9046240000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2550,School Meadow Brook,River/Stream,"[approximately 500 feet downstream of Washington Street, Walpole]",01090001,,,,,42.1265771300,-71.2472856300,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2551,Unnamed Tributary,River/Stream,"[unnamed tributary to School Meadow Brook, just upstream of Route 1, Sharon]",01090001,,,,,42.1220518100,-71.2317906500,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2552,Unnamed Tributary,River/Stream,"[unnamed tributary to Steep Hill Brook, Erin Road, Stoughton]",01090001,,,,,42.1371768000,-71.1383312200,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
